ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
amele-389_yourpl-1,119971,amele,389_yourpl,-(V)ga,-ga,g a,,Zgraggen1980MA,,,^- g a $,default
amele-367_callout-1,128800,amele,367_callout,utɛʔɛ-,utɛʔɛ-,u t ɛ ʔ ɛ,,Zgraggen1980MA,,,^ u t ɛ ʔ ɛ -$,default
amele-398_their-1,119227,amele,398_their,-(V)ga,-ga,g a,,Zgraggen1980MA,,,^- g a $,default
amele-366b_fasten-1,128743,amele,366b_fasten,kaki-,kaki-,k a k i,,Zgraggen1980MA,,,^ k a k i -$,default
amele-382_ourdual-1,120033,amele,382_ourdual,-ilɛ,-ilɛ,i l ɛ,,Zgraggen1980MA,,,^- i l ɛ $,default
amele-368_cry-1,128830,amele,368_cry,qaye-,qaye-,q a j e,,Zgraggen1980MA,,,^ q a y e -$,default
amele-418_my-1,119462,amele,418_my,-i,-i,i,,Zgraggen1980MA,,,^- i $,default
amele-370b_dance-1,128889,amele,370b_dance,i:k mɛ-,i:k_mɛ-,iː k + m ɛ,,Zgraggen1980MA,,,^ i: k _ m ɛ -$,default
amele-353_lookfor-1,118739,amele,353_lookfor,mɛkɛ-,mɛkɛ-,m ɛ k ɛ,,Zgraggen1980MA,,,^ m ɛ k ɛ -$,default
amele-366a_tie-1,128771,amele,366a_tie,tito,tito,t i t o,,Zgraggen1980MA,,,^ t i t o $,default
amele-14_siblingsamesexyounger-1,119309,amele,14_siblingsamesexyounger,oti- naʔʌk,oti-_naʔʌk,o t i + n a ʔ ʌ k,,Zgraggen1980MA,,,^ o t i -_ n a ʔ ʌ k $,default
amele-374_dream-1,129005,amele,374_dream,bebele,bebele,b e b e l e,,Zgraggen1980MA,,,^ b e b e l e $,default
amele-54_buttocks-1,120662,amele,54_buttocks,bibito-,bibito-,b i b i t o,,Zgraggen1980MA,,,^ b i b i t o -$,default
amele-196c_hookedarrowarrowc-1,129125,amele,196c_hookedarrowarrowc,mokilʔa,mokilʔa,m o k i l ʔ a,,Zgraggen1980MA,,,^ m o k i l ʔ a $,default
amele-54_buttocks-2,120663,amele,54_buttocks,piʔito,piʔito,p i ʔ i t o,,Zgraggen1980MA,,,^ p i ʔ i t o $,default
amele-366b_fasten-2,128742,amele,366b_fasten,bagɛ-,bagɛ-,b a g ɛ,,Zgraggen1980MA,,,^ b a g ɛ -$,default
amele-55_arm-1,120693,amele,55_arm,epe-,epe-,e p e,,Zgraggen1980MA,,,^ e p e -$,default
amele-371_turnoneself-1,128945,amele,371_turnoneself,falito-,falito-,f a l i t o,,Zgraggen1980MA,,,^ f a l i t o -$,default
amele-15_siblingdifferentsexolder-1,119344,amele,15_siblingdifferentsexolder,ɛpina- mʌtu,ɛpina-_mʌtu,ɛ p i n a + m ʌ t u,,Zgraggen1980MA,,,^ ɛ p i n a -_ m ʌ t u $,default
amele-380_besick-1,129063,amele,380_besick,hʌgbo-,hʌgbo-,h ʌ g b o,,Zgraggen1980MA,,,^ h ʌ g b o -$,default
amele-57_elbow-1,120726,amele,57_elbow,suʔul,suʔul,s u ʔ u l,,Zgraggen1980MA,,,^ s u ʔ u l $,default
amele-369_laugh-1,128860,amele,369_laugh,asʌlɛ-,asʌlɛ-,a s ʌ l ɛ,,Zgraggen1980MA,,,^ a s ʌ l ɛ -$,default
amele-57_elbow-2,120727,amele,57_elbow,suʔun,suʔun,s u ʔ u n,,Zgraggen1980MA,,,^ s u ʔ u n $,default
amele-375_beafraid-1,129034,amele,375_beafraid,uʔuyɛ-,uʔuyɛ-,u ʔ u j ɛ,,Zgraggen1980MA,,,^ u ʔ u y ɛ -$,default
amele-58_shoulder-1,120758,amele,58_shoulder,qato-,qato-,q a t o,,Zgraggen1980MA,,,^ q a t o -$,default
amele-370a_singsing-1,128914,amele,370a_singsing,tuwɛ sili-,tuwɛ_sili-,t u w ɛ + s i l i,,Zgraggen1980MA,,,^ t u w ɛ _ s i l i -$,default
amele-58_shoulder-2,120759,amele,58_shoulder,guqa-,guqa-,g u q a,,Zgraggen1980MA,,,^ g u q a -$,default
amele-342_plant-1,128088,amele,342_plant,ʔehe-,ʔehe-,ʔ e h e,,Zgraggen1980MA,,,^ ʔ e h e -$,default
amele-399_theydual-1,118768,amele,399_theydual,owa-lɛ,owa-lɛ,o w a + l ɛ,,Zgraggen1980MA,,,^ o w a - l ɛ $,default
amele-373_think-1,128976,amele,373_think,isto-,isto-,i s t o,,Zgraggen1980MA,,,^ i s t o -$,default
