ID	DOCULECT	CONCEPT	COUNTERPART
141543	maia-saki	frog	koʌra
146572	maia-saki	tears	bɛrɛd-
142132	maia-saki	coconut-palm	kʌtʌ
146275	maia-saki	to-hear	-dam-
138513	maia-saki	to-look	ruᵬa-
146719	maia-saki	to-plant	bumɛ-
141571	maia-saki	rat	saboar
147153	maia-saki	to-pull	tote-
139209	maia-saki	his	o
144108	maia-saki	red	kedʌt
142245	maia-saki	to-fill	nuwe-
144617	maia-saki	crooked	kenakena
140014	maia-saki	arm	-eme
144382	maia-saki	short	kwʌbur
140015	maia-saki	arm	-wabo
143122	maia-saki	salt	iːbor
141629	maia-saki	wallaby	ŋapʌr
143719	maia-saki	knife	mokit
139171	maia-saki	he-she	wo
145705	maia-saki	cough	dokeka-
141401	maia-saki	pig	wʌt
143428	maia-saki	spear-n	dugono
140046	maia-saki	elbow	mwako
145879	maia-saki	to-run	warinand-
139236	maia-saki	him-her-it	0̸-
147528	maia-saki	to-turn	pirikate-
140078	maia-saki	shoulder	etom
143429	maia-saki	spear-n	mindu
138839	maia-saki	sibling-same-sex-older	-bab
146303	maia-saki	to-bathe	yaŋ is-
140108	maia-saki	armpit	-etekerek
144878	maia-saki	where	igɛ
140109	maia-saki	armpit	kasisik
143524	maia-saki	bow	kumu
139267	maia-saki	you-pl	nai
147320	maia-saki	to-take	taw-
142933	maia-saki	path	ŋʌriːb
143324	maia-saki	rain	ŋat
140136	maia-saki	left-arm	kenai
145999	maia-saki	to-jump	tokan-
138634	maia-saki	old	ra:p
147480	maia-saki	to-dance	tamaŋ uᵬe-
139291	maia-saki	your-pl	nV-kV-
146947	maia-saki	to-kill	mʌtʌta-
140164	maia-saki	right-arm	wabɛna
145411	maia-saki	slow	ɛr̃aka
141769	maia-saki	betelnut	ŋab
146602	maia-saki	to-cut	bade-
142562	maia-saki	bean	kibare
144163	maia-saki	green	kobeno
142274	maia-saki	fruit	mando
144410	maia-saki	many	mɛmɛkɛ
140190	maia-saki	thumb	-ana
143150	maia-saki	stone	idamurub
139304	maia-saki	your-pl	nai-
145125	maia-saki	before	ŋau
141885	maia-saki	pandanus	wak
143963	maia-saki	bad	ramua
141659	maia-saki	tree-possum	benendab
147555	maia-saki	to-think	munub dam-
140218	maia-saki	fingernail	taga
145443	maia-saki	yes	ɛ
142447	maia-saki	short-piece-wood	koanok
144439	maia-saki	few	nɛŋgɛa
142024	maia-saki	yam	waŋa
146393	maia-saki	to-carry	ŋeiw-
140246	maia-saki	leg	-kira
143751	maia-saki	plate	kuna
139332	maia-saki	you-pl-o2p	nV-kV-
147181	maia-saki	to-push	yetat-
138880	maia-saki	sibling-same-sex-younger	yamu
144646	maia-saki	wet	dumana
140274	maia-saki	thigh	-dubur
144269	maia-saki	hot	isab
140303	maia-saki	calf	-taŋ
146976	maia-saki	to-throw	mina-
142960	maia-saki	sea	i:bor
143351	maia-saki	wind	ubinab
139364	maia-saki	they	wi
147348	maia-saki	to-fasten	wakete-
140333	maia-saki	knee	-mumoak
146636	maia-saki	to-chop	boate-
140334	maia-saki	knee	-kapiak
147347	maia-saki	to-fasten	gepe-
139389	maia-saki	their	kV-
146637	maia-saki	to-chop	kɛrɛdɛ-
140361	maia-saki	belly	ram
145153	maia-saki	tomorrow	miŋgoro
139403	maia-saki	their	wi-
146027	maia-saki	to-swell	karim-
140389	maia-saki	guts	-ram goama
146331	maia-saki	to-wash	-wis-
138916	maia-saki	sibling-opposite-sex-older	iribwab
143497	maia-saki	axe-iron	budidi
142419	maia-saki	root	sukir
145098	maia-saki	day-before-yesterday	nioto
140418	maia-saki	breast	-mek
144905	maia-saki	how-many	sipi
142303	maia-saki	sap	okoŋ
146054	maia-saki	to-vomit	ŋekate-
138669	maia-saki	child	ŋanda
145760	maia-saki	to-come	ɛrɛbo-
138543	maia-saki	thunder	-- weikane-
147208	maia-saki	to-put	taŋ-
139429	maia-saki	them	kV-
145473	maia-saki	no-not	we
140446	maia-saki	chest	-erep
147008	maia-saki	to-shoot	wa-
141912	maia-saki	sweet-potato	barebar
147007	maia-saki	to-shoot	mɛndɛt-
141428	maia-saki	meat	ŋapar
143934	maia-saki	good	orob
143663	maia-saki	drum	wʌŋ
143181	maia-saki	star	maŋgap
143777	maia-saki	pan	kamuŋ
147370	maia-saki	to-tie	geid-
145178	maia-saki	day-after-tomorrow	bigimara
146664	maia-saki	fell-tree	boate-
147371	maia-saki	to-tie	gepe-
144674	maia-saki	dry	koroŋa
143551	maia-saki	bowstring	siwʌr
140500	mala	blood	ɔd
143577	mala	comb	siwor
139460	mala	we	i-maka
143452	mala	fish-spear	patopʌt
142473	mala	cane	maker
143857	mala	basket	rɛkɛ
142243	mala	to-fill	un-
145498	mala	always	otene
140528	mala	vein	ut
145966	mala	to-fly	bibik
138948	mala	sibling-opposite-sex-younger	-babarat nina
146914	mala	to-fight	oka-
141795	mala	betelpepper	uwi
144465	mala	new	ŋɛm
139485	mala	our	e-
144134	mala	white	aya
140554	mala	liver	-kameni
145790	mala	go	idu(β-)
139498	mala	our	i-
144699	mala	work-n	malip-
140584	mala	lungs	-owowor
144352	mala	long	orwua
140612	mala	heart	-gom apasu
146688	mala	to-bury	obɛm-
138971	mala	my	yo-
143689	mala	drum	sunosun
139525	mala	us	e-
143495	mala	axe-iron	bur̃ir̃
140639	mala	bone	-karɛm
143802	mala	net-bag	siː
141739	mala	banana	eŋgi
144930	mala	morning	uruβa
140663	mala	skin	ŋar
147045	mala	to-do-make	ɛma-
141399	mala	pig	ʌt
144700	mala	work-n	uwur̃-
141686	mala	ground-possum	siwir
146091	mala	to-give	-ut-
140691	mala	to-sweat	-tʌᵬ
147123	mala	to-pour-out	lʌkut-
142158	mala	coconut	korkor
146421	mala	to-carry	-nabim-
138486	mala	lightning	muikew-
145040	mala	now	eta
141511	mala	flying-fox	malabu
147397	mala	to-call-out	kaun-
142330	mala	stump	adʌbi
145203	mala	afterwards	ikirʌ
139559	mala	head	-moak
145531	mala	to-be	iket-
140718	mala	sore-wound	-kʌpʌ
143294	mala	water	ʌk
138997	mala	i	ɛ-maka
144955	mala	daybreak	abikima
140745	mala	hair	-imun
144240	mala	empty	uru
140746	mala	hair	-ib
143208	mala	sun	otɛm
141711	mala	butterfly	wuwul
143829	mala	loincloth	aŋar
139587	mala	brains	umun
145096	mala	day-before-yesterday	ᵬuete
139169	mala	he-she	a-maka
145821	mala	to-go-up	irob-
140805	mala	urine	-isʌk
143377	mala	arrow	tawarak
140777	mala	faeces	-ib
144497	mala	old	useir
139615	mala	face-forehead	-siri
146361	mala	to-bite	-ku-
139616	mala	face-forehead	-pɛlɛl
145234	mala	here	oᵬa
138568	mala	man	mwade
143401	mala	arrow-pronged	sokoka
138793	mala	mother	nana
146510	mala	to-dig	kat-
140834	mala	penis	kʌr
144045	mala	small	wɛila
139022	mala	my	i-
145409	mala	slow	mɛla
142049	mala	yam	susogi
146130	mala	to-talk	pa-
141939	mala	sugar	ŋak
147070	mala	to-sharpen	lukut-
140861	mala	shadow	-gugut
145564	mala	to-sleep	in
139643	mala	ear	-suwat
144982	mala	afternoon	sisir
141823	mala	lime	upu
146451	mala	to-blow	itug-
142590	mala	vine	ut
144266	mala	hot	ar
142619	mala	tanket	moromur
143349	mala	wind	dʌdʌ
140891	mala	name	-num
147426	mala	to-cry	umum-
139036	mala	me	y-
145849	mala	to-go-down	bira-
140918	mala	vulva	-kʌdil
146799	mala	to-boil	utat-
142357	mala	tree-top	umet
146162	mala	to-talk	-tat-
142185	mala	coconut	ak
145379	mala	quickly	otɔl
139671	mala	eye	-mutak
146798	mala	to-boil	im
140944	mala	bird	muka
144529	mala	ripe	omɛd
140972	mala	wing	amʌy
143236	mala	village	ab
141426	mala	meat	ataba
145591	mala	to-sit	buk
138602	mala	woman	nanana
144437	mala	few	obɛlda
141599	mala	snake	mat
146570	mala	tears	parak(ut)-
141027	mala	egg	apasu
146857	mala	to-fill	laŋi-
139726	mala	nose	-menebe
146196	mala	to-watch	kik-
139071	mala	you	na-maka
144762	mala	this	ɔn
138746	mala	father	-nawi
145264	mala	there	ora
141055	mala	cassowary	usar
143634	mala	g-string	surub
138745	mala	father	awa
143265	mala	forest	baur
138747	mala	father	awa
147098	mala	to-hold	bɛt-
141481	mala	crocodile	dar̃
144295	mala	cold	kilagⁱl
141086	mala	chicken-tame	kokobirar
143426	mala	spear-n	umab
139757	mala	tongue	medulʌk
144077	mala	black	ausiri
139207	mala	his	o
145877	mala	to-run	bɛriw-
138792	mala	mother	-nan
146830	mala	to-burn	ukiw-
141115	mala	chicken-wild	mala
146480	mala	to-break	aut-
139097	mala	your-sg	ni-
147651	mala	arrow-barred	muwukar
141147	mala	dog	ke
145676	mala	to-stand	terem
139784	mala	saliva	-bak
144558	mala	sharp	onɛk
141176	mala	tail	udur̃ak
147262	mala	to-smell	uwiaᵬun-
139110	mala	your-sg	no-
144380	mala	short	abu
141966	mala	taro	mam
147626	mala	to-be-sick	wakiw-
141203	mala	male	mʌrʌ
145346	mala	far	umine
139811	mala	tooth	-nanʌk
145905	mala	to-walk	irim-
141231	mala	female	suwi
143875	mala	one	tuɛla
140473	mala	navel	-butel
146511	mala	to-dig	da-
141258	mala	fly-sp	bibika
147599	mala	afraid	paur-
142215	mala	tree	nanʌm
144324	mala	heavy	ubi
141259	mala	fly-sp	uduru
145318	mala	near	akape
139840	mala	chin	sit
146231	mala	to-see	-kik-
142532	mala	bamboo	bu
144817	mala	who	ano
141287	mala	fish	ŋʌli
145618	mala	to-stand	nesiw-
142501	mala	stick	nanʌm
147478	mala	to-dance	uw-
139136	mala	you-o2s	ni-
147675	mala	arrow-hooked	tapaka
141852	mala	kunai	kalip
144793	mala	that	or̃
141315	mala	crayfish	sib
143661	mala	drum	ʌk
139869	mala	neck	-ipⁱr̃i
146230	mala	to-see	-k-
141341	mala	louse	ku:
143902	mala	two	ŋier̃
142388	mala	trunk	om
145965	mala	to-fly	birin-
141453	mala	fat	abil
146744	mala	to-buy-sell-barter	tabul-
141000	mala	tail	udur̃ak
145934	mala	to-fall	bina-
142076	mala	tobacco	yab
145933	mala	to-fall	boa-
142673	mala	firelight	buiroba
146542	mala	to-split	aut-
141368	mala	mosquito	ŋasi
144818	mala	who	aro
142792	mala	fence	biːd
147572	mala	dream	r̃uba/in-
142820	mala	ground	misib
145069	mala	yesterday	aŋare
142646	mala	fire	mud
143465	mala	axe	maiawaken
142875	mala	moon	tʌo
146885	mala	to-eat	nim-
142762	mala	garden	masi
147233	mala	to-scratch	rot-
142903	mala	mountain	tapʌ
144847	mala	what	alʌm
142848	mala	house	dan
147499	mala	singsing	tamak-
142931	mala	path	rɛsuwi
143606	mala	skirt	tolol
139699	mala	mouth	bar
147290	mala	to-swallow	(g)mun-
141993	mala	singapore-taro	nɛbɛ mʌm
145645	mala	yellow	likam
142958	mala	sea	iber
144018	mala	big	wua
142988	mala	shore	lai
146716	mala	to-plant	num-
143014	mala	sand	koŋor
146273	mala	to-hear	-unot-
143041	mala	sky	lamalam
147526	mala	to-turn	puluw-
143094	mala	fog	abib
147151	mala	to-pull	muw-
142103	mala	sago	namar̃
144615	mala	crooked	madamadʌm
139953	mala	back	-pur
145294	mala	in	a-kʌmʌ
138466	mala	all	ogom
145010	mala	night	orod
139192	mala	his	0̸-
143717	mala	knife	makit
141656	mala	tree-possum	babam
143321	mala	rain	bebi
138511	mala	to-look	mika-
146770	mala	to-roast	bu-
139982	mala	buttocks	-okɔkɔl
145703	mala	cough	kuson-
141568	mala	rat	sikir
147318	mala	to-take	swa-
143120	mala	salt	ibɛr
146599	mala	to-cut	put-
139925	mala	nape	-imini
147178	mala	to-push	usiw-
140011	mala	arm	-ba
144161	mala	green	ŋadeber
141627	mala	wallaby	ibi:
144106	mala	red	akakalʌt
140043	mala	elbow	okon
146301	mala	to-bathe	ak(it)
140044	mala	elbow	-makur
146945	mala	to-kill	aumat-
142700	mala	ashes	tawuna
144407	mala	many	ogom
139234	mala	him-her-it	0̸-
145996	mala	to-jump	bikin-
138429	mala	possessive-marker	-ŋor
147453	mala	to-laugh	negel-
140075	mala	shoulder	tabel
145730	mala	to-die	um
138430	mala	possessive-marker	-(i)ŋor
143961	mala	bad	ɛgia
141767	mala	betelnut	nab
144848	mala	what	maino
138836	mala	sibling-same-sex-older	-bab
143522	mala	bow	mui
138837	mala	sibling-same-sex-older	papa
145123	mala	before	noowʌ
140105	mala	armpit	-kap
144876	mala	where	amɛ
139265	mala	you-pl	ni-maka
143749	mala	plate	tawir
140134	mala	left-arm	mamour
144211	mala	full	lɛki-(v)
142417	mala	root	ataper
147345	mala	to-fasten	kanik-
138631	mala	old	akur
145441	mala	yes	ɛ
142271	mala	fruit	apasu
143990	mala	dirty	ulum
139289	mala	your-pl	ne-
146973	mala	to-throw	iwin-
140162	mala	right-arm	nadine
144587	mala	straight	dokodoko
143148	mala	stone	munʌm
145151	mala	tomorrow	makara
142130	mala	coconut-palm	nata
145758	mala	to-come	omun-
139302	mala	your-pl	n-
146329	mala	to-wash	akawa(t)-
140188	mala	thumb	nanam
146634	mala	to-chop	pat-
142560	mala	bean	sirak
144185	mala	cooked	bu
141883	mala	pandanus	wak
146025	mala	to-swell	narim-
142732	mala	smoke	kawus
143932	mala	good	olob
140216	mala	fingernail	umiriŋ
144644	mala	wet	ododum
139330	mala	you-pl-o2p	ne-
147206	mala	to-put	tʌ-
140244	mala	leg	-nini
144735	mala	to-be-hungry	omoas-
138878	mala	sibling-same-sex-younger	i:me
144903	mala	how-many	dɛpi
140272	mala	thigh	kalkal
147004	mala	to-shoot	ut-
141541	mala	frog	kureŋkureŋ
147553	mala	to-think	kamata-
139896	mala	throat	-pⁱr̃i adabi
145471	mala	no-not	ilʌ
140300	mala	calf	atamtam
146391	mala	to-carry	nakw-
139362	mala	they	a-imaka
144671	mala	dry	(o)kerer
140331	mala	knee	abakan
144672	mala	dry	parʌrʌ
142022	mala	yam	ʌr̃ʌ
146052	mala	to-vomit	ukat-
139385	mala	their	V-
145176	mala	day-after-tomorrow	bikimokonʌ
139386	mala	their	0̸-
143549	mala	bowstring	susuna
141910	mala	sweet-potato	maurep
147368	mala	to-tie	muw-
140359	mala	belly	-ram
143775	mala	pan	(n)amun
139401	mala	their	a-
146662	mala	fell-tree	pat-
140387	mala	guts	-ram akama
138913	mala	sibling-opposite-sex-older	-babarat ibarab
142445	mala	short-piece-wood	abu
143178	mala	star	kay
138665	mala	child	aib
138666	mala	child	lav
140416	mala	breast	mɛsɛk
138667	mala	child	-mami
138541	mala	thunder	purow-
139427	mala	them	o-
140444	mala	chest	-ogɔm
142300	mala	sap	tanʌ
145199	malas	afterwards	ʌri
139456	malas	we	in
147364	malas	to-tie	windar-
138482	malas	lightning	atɛmbrɛ kawos-
143630	malas	g-string	sirup
140523	malas	vein	mur̃iriŋ
145229	malas	here	kese
138944	malas	sibling-opposite-sex-younger	emɛnɛm moaka
146826	malas	to-burn	usaw-
142728	malas	smoke	ikam
147570	malas	dream	inad-
140550	malas	liver	gaman
144926	malas	morning	punɛ
142669	malas	firelight	imbitɛl
147040	malas	to-do-make	musam-
142585	malas	vine	usokor
145786	malas	go	inziw-
139494	malas	our	i-n-
143518	malas	bow	ki:mu
140579	malas	lungs	uriruyan
146080	malas	to-give	-d-
140608	malas	heart	mutukunaŋ
144583	malas	straight	taŋɛn
141763	malas	betelnut	buku
146079	malas	to-give	-s-
142045	malas	yam	yinyim
143573	malas	comb	kamba
138967	malas	my	iː-
145036	malas	now	arise
138692	malas	boy	umarɛ munu
146416	malas	to-carry	kasiŋ
139521	malas	us	i-ni-na-
146566	malas	tears	paur
141683	malas	ground-possum	masu kurun
146910	malas	to-fight	grawar-
140635	malas	bone	saŋgɛr
147392	malas	to-call-out	iɛbrar-
138786	malas	mother	na
144014	malas	big	nei
141623	malas	wallaby	usu
145524	malas	to-be	iŋg(ɛŋ)-
140686	malas	to-sweat	karu guʌdɛp
143545	malas	bowstring	mimiŋ
139555	malas	head	kumu
145526	malas	to-be	ind-
139921	malas	nape	kunibi
145525	malas	to-be	iŋg(ɛŋ)-
142326	malas	stump	kanam
145817	malas	to-go-up	ir-
140714	malas	sore-wound	iku
147286	malas	to-swallow	munew-
138993	malas	i	iː
145672	malas	to-stand	darem
142469	malas	cane	mumin
147229	malas	to-scratch	simuŋur-
140741	malas	hair	iᵬu
146740	malas	to-buy-sell-barter	zinso-
139583	malas	brains	kawil
144493	malas	old	kuken
138564	malas	man	munu
146356	malas	to-bite	gurew-
140801	malas	urine	(i)sewur
147595	malas	afraid	urur-
141422	malas	meat	kitu
144291	malas	cold	kiaŋkiam
140773	malas	faeces	imbu
144757	malas	this	ke
141935	malas	sugar	kai
143602	malas	skirt	sumoy
139611	malas	face-forehead	mukaŋam
143825	malas	loincloth	kasa hunu
138716	malas	girl	umare irum
144073	malas	black	kurun
140830	malas	penis	uŋgʌr̃
147066	malas	to-sharpen	umbas-
140856	malas	shadow	kuŋun
146476	malas	to-break	paor-
142614	malas	tanket	kaboy
145404	malas	slow	se:n
139638	malas	ear	indon
144130	malas	white	uyan
139032	malas	me	y-
146766	malas	to-roast	indaβ-
140886	malas	name	uni:m
146126	malas	to-talk	matabur-
140914	malas	vulva	kutu
145872	malas	to-run	posapor-
139667	malas	eye	musaŋ
145560	malas	to-sleep	in
142181	malas	coconut	mumun
144041	malas	small	kuliŋ
142353	malas	tree-top	manamen
144262	malas	hot	kuari/wop
140939	malas	bird	nambe
147422	malas	to-cry	amum-
140967	malas	wing	maru
143657	malas	drum	ki:mbem
139695	malas	mouth	kambar
144347	malas	long	yumburet
141818	malas	lime	kawur
145845	malas	to-go-down	sa-
140495	malas	blood	yaŋembup
146448	malas	to-blow	pis
140995	malas	tail	diru
144525	malas	ripe	bumbup
139067	malas	you	ne
146794	malas	to-boil	kwamb-
142211	malas	tree	mumdu
146506	malas	to-dig	punɛnz-
141023	malas	egg	nau
143853	malas	basket	karʌr
139722	malas	nose	munuŋgur
146156	malas	to-talk	-tɛkaŋ-
141594	malas	snake	duaŋ
146157	malas	to-talk	-takansum-
139948	malas	back	mukur̃
145587	malas	to-sit	buŋam
141051	malas	cassowary	taiber
145375	malas	quickly	irɔtɛ
141082	malas	chicken-tame	tatiri
144102	malas	red	bumbup
139753	malas	tongue	imbitɛl
145900	malas	to-walk	inziw-
140007	malas	arm	imben
144978	malas	afternoon	punɛ manɛ
141110	malas	chicken-wild	uruar
144072	malas	black	isere
141962	malas	taro	mamu
147647	malas	arrow-barred	we:maŋ
141477	malas	crocodile	tuar
145006	malas	night	pune
142072	malas	tobacco	ikam
145961	malas	to-fly	imbar-
141143	malas	dog	kakas
147258	malas	to-smell	kanemur-
139780	malas	saliva	niku
146268	malas	to-hear	kambinand-
138423	malas	possessive-marker	-i-ner
143870	malas	one	gɛmɛm
141171	malas	tail	tiru
147621	malas	to-be-sick	waŋgarar-
139106	malas	your-sg	na-
144554	malas	sharp	anin
139807	malas	tooth	nanaŋ
145259	malas	there	kiᵬute
141199	malas	male	munu
145314	malas	near	dawo
141990	malas	singapore-taro	kasab mamu
146853	malas	to-fill	unɛw-
141227	malas	female	irum
144787	malas	that	uka
142844	malas	house	amun
146222	malas	to-see	-aŋgew-
143088	malas	fog	andu:wikam
147475	malas	to-dance	uw-
141254	malas	fly-sp	umu
146223	malas	to-see	-imbɛnsum-
139132	malas	you-o2s	ne-
143397	malas	arrow-pronged	waya mandeŋ
138462	malas	all	iriŋgasin
146267	malas	to-hear	kambin is-
141283	malas	fish	kitu
145342	malas	far	abʌl
142497	malas	stick	mundɛ tabu
145065	malas	yesterday	inua
141847	malas	kunai	tumbaŋ
147495	malas	singsing	iraŋ ur-
141311	malas	crayfish	suwi
143685	malas	drum	ti:ndun
139865	malas	neck	kumaŋ
145699	malas	cough	kanzaur-
138597	malas	woman	irum
143491	malas	axe-iron	bur̃ir̃
141337	malas	louse	gunu
143898	malas	two	arɛr
138507	malas	to-look	latar-
143422	malas	spear-n	uyap
140467	malas	navel	sisen
144813	malas	who	yune
141706	malas	butterfly	kawaŋ kawaŋ
145929	malas	to-fall	arumb-
142154	malas	coconut	kakɛr̃
145614	malas	to-stand	darɛm-
139892	malas	throat	bumu muririŋ
146192	malas	to-watch	musamban-
142871	malas	moon	noun
144694	malas	work-n	moriban-
142641	malas	fire	andup
144403	malas	many	zilip
141395	malas	pig	buru
143461	malas	axe	panu piaŋ
142757	malas	garden	muri
147147	malas	to-pull	lɛram-
142788	malas	fence	takɛtɛ
145092	malas	day-before-yesterday	ziminaŋ
143290	malas	water	yaŋgu
144461	malas	new	tamen
142815	malas	ground	mikip
144157	malas	green	kandemben
142898	malas	mountain	muni:m
146712	malas	to-plant	umb
142927	malas	path	parɛn
147671	malas	arrow-hooked	sareŋ nanaŋ
142383	malas	trunk	kunu
146595	malas	to-cut	butur-
141364	malas	mosquito	kasin
146942	malas	to-kill	ur-
142983	malas	shore	silɛp
144320	malas	heavy	bi:nat
143009	malas	sand	silep
146881	malas	to-eat	an-
141735	malas	banana	kunsu
145991	malas	to-jump	sɛrɛpur-
143037	malas	sky	geit
144236	malas	empty	yamiŋgian
143061	malas	cloud	geit
144871	malas	where	dete
142099	malas	sago	pitip
143745	malas	plate	gamun
142954	malas	sea	iber
143956	malas	bad	pi
142557	malas	bean	batari
145119	malas	before	mɛnta
143144	malas	stone	ubom
144842	malas	what	masi
139835	malas	chin	kambaŋam
147174	malas	to-push	ukusur
142238	malas	to-fill	unew-
146297	malas	to-bathe	yaŋgu(isi)
143174	malas	star	umbut
144376	malas	short	muru
143204	malas	sun	kamu
145726	malas	to-die	m(aniŋ)-
143260	malas	forest	tiŋgop
147094	malas	to-hold	imbe-
143232	malas	village	punar
143927	malas	good	ambor
141450	malas	fat	kawir
144639	malas	wet	bamun
141507	malas	flying-fox	nune
146538	malas	to-split	papaur-
141564	malas	rat	munža
144611	malas	crooked	gaŋam
139978	malas	buttocks	imbirup
144638	malas	wet	yaŋgun
142528	malas	bamboo	suap
144731	malas	to-be-hungry	urir umas- (v)
139203	malas	his	u
145437	malas	yes	yo
143317	malas	rain	timbi
146969	malas	to-throw	patapur-
143116	malas	salt	ibɛr̃
147449	malas	to-laugh	pisir-
140036	malas	elbow	kumu
147522	malas	to-turn	gri-
140037	malas	elbow	urir
146021	malas	to-swell	(garu)karim-
139229	malas	him-her-it	0̸-
143713	malas	knife	kanip
139230	malas	him-her-it	u-
147341	malas	to-fasten	isum-
140071	malas	shoulder	mamaŋam
144181	malas	cooked	abɔ
142696	malas	ashes	imbu
144433	malas	few	taᵬu
138832	malas	sibling-same-sex-older	baba
145290	malas	in	uri-te
139165	malas	he-she	u
146630	malas	to-chop	butur-
140101	malas	armpit	kasisi
145147	malas	tomorrow	mitan
139261	malas	you-pl	na-n
144899	malas	how-many	dituditu
138627	malas	old	kuken
145754	malas	to-come	wɛmbr-
142126	malas	coconut-palm	mutr
147549	malas	to-think	amin ban-
140130	malas	left-arm	mandeis
146998	malas	to-shoot	ur-
141879	malas	pandanus	kari:bi
145467	malas	no-not	ᵬɛgɛt
140158	malas	right-arm	amboris
144667	malas	dry	amun
142267	malas	fruit	mandeŋ
143798	malas	net-bag	wanin
139298	malas	your-pl	na-n-
146387	malas	to-carry	iw-
140185	malas	thumb	irum
144666	malas	dry	(ka)ker
141652	malas	tree-possum	wayi
147313	malas	to-take	aw-
140211	malas	fingernail	sisen
145173	malas	day-after-tomorrow	uyanarindene
140212	malas	fingernail	guat
146658	malas	fell-tree	bukɛw-
139325	malas	you-pl-o2p	n-ani-na-
147202	malas	to-put	ban-
138420	malas	possessive-marker	-ner
146048	malas	to-vomit	mil-
143344	malas	wind	yawar
143772	malas	pan	kumun
140239	malas	leg	ain
143985	malas	dirty	andimbu
138874	malas	sibling-same-sex-younger	maŋ
144207	malas	full	irumb-(v)
141791	malas	betelpepper	siror
140268	malas	thigh	punun
140296	malas	calf	kitu
139358	malas	they	un
140325	malas	knee	timbiŋam
140326	malas	knee	kumu
140355	malas	belly	urir
138537	malas	thunder	atɛmbrɛ sa-
141536	malas	frog	inzi
139397	malas	their	u-n-
138661	malas	child	waŋ imare
140382	malas	guts	te
140383	malas	guts	kunakap
138909	malas	sibling-opposite-sex-older	ememen
142441	malas	short-piece-wood	tabu
142018	malas	yam	kibinɛm
142296	malas	sap	katu
140412	malas	breast	manu
139422	malas	them	a-ni-na-
140440	malas	chest	kakotiku
142413	malas	root	mur̃ir̃iŋ
143373	malas	arrow	sareŋ daŋen
146395	mauwake	to-carry	iwak-
138545	mauwake	thunder	apɛrka pr̃an-
144705	mauwake	work-n	maw-
141799	mauwake	betelpepper	ufia
144215	mauwake	full	tʌn-
138606	mauwake	woman	imeri-a
143693	mauwake	drum	ununa
142362	mauwake	tree-top	mokoka
143994	mauwake	dirty	tumiña
140504	mauwake	blood	eka
145503	mauwake	always	nananɛ
139900	mauwake	throat	iwakra
143806	mauwake	net-bag	siʌ
139464	mauwake	we	is
144469	mauwake	new	enuma
141856	mauwake	kunai	era
147237	mauwake	to-scratch	ʌɛr̃k-
142907	mauwake	mountain	ema
146692	mauwake	to-bury	sop
140532	mauwake	vein	ɛrʌ
145794	mauwake	go	itiβ-
138949	mauwake	sibling-opposite-sex-younger	ɛkɛra(ʔ)
144704	mauwake	work-n	uw-
139489	mauwake	our	0̸-
144246	mauwake	empty	orʌm ikwʌ
140558	mauwake	liver	kema
147402	mauwake	to-call-out	fʌr
142449	mauwake	short-piece-wood	iba
146097	mauwake	to-give	-iw-
139502	mauwake	our	iy-
143581	mauwake	comb	sasʌ
140588	mauwake	lungs	kema kelemta
147049	mauwake	to-do-make	on-
141515	mauwake	flying-fox	afa
146516	mauwake	to-dig	ku-
142162	mauwake	coconut	ififa
144563	mauwake	sharp	anima
140616	mauwake	heart	kema manɛka
145322	mauwake	near	wameya
142594	mauwake	vine	ifʌr
145535	mauwake	to-be	ika-
139529	mauwake	us	ya-
144959	mauwake	daybreak	ɛpa wimɔk
140643	mauwake	bone	ɔnʌ
144022	mauwake	big	maneka
138975	mauwake	my	y-
146365	mauwake	to-bite	karaw
140667	mauwake	skin	kanem(a)
144739	mauwake	to-be-hungry	wail-
140695	mauwake	to-sweat	ospɔwʌ
146749	mauwake	to-buy-sell-barter	sɛsɛnar-
139563	mauwake	head	wosa
144934	mauwake	morning	uriβ
140722	mauwake	sore-wound	ikiemk(ʌ)
145825	mauwake	to-go-up	ir-
142796	mauwake	fence	pikʌ
143833	mauwake	loincloth	konimʌ
139001	mauwake	i	yos
146134	mauwake	to-talk	akun-
140752	mauwake	hair	afifa
145238	mauwake	here	fʌin
139591	mauwake	brains	imakakia
144501	mauwake	old	awona
142334	mauwake	stump	ɔnɔmʌ
145239	mauwake	here	fɛk
140809	mauwake	urine	silk(a)
147603	mauwake	afraid	kɛkɛrop-
142026	mauwake	yam	ibokʌ
143722	mauwake	knife	fura
138490	mauwake	lightning	apɛrka wilik-
144271	mauwake	hot	yowa
140782	mauwake	faeces	searwa
144049	mauwake	small	gilɛmutʌ
139620	mauwake	face-forehead	mir̃a
144986	mauwake	afternoon	urɛrʌ
140838	mauwake	penis	ikɔr(a)
147074	mauwake	to-sharpen	swʌr-
141690	mauwake	ground-possum	senima
145680	mauwake	to-stand	ikⁱr-
139026	mauwake	my	0̸-
147075	mauwake	to-sharpen	anim-
140865	mauwake	shadow	kukusa
147629	mauwake	to-be-sick	nʌpumʌr-
138436	mauwake	possessive-marker	-ena
145268	mauwake	there	ɛnʌn
139647	mauwake	ear	ifana
145595	mauwake	to-sit	pɔk
141573	mauwake	rat	sɛwa
145100	mauwake	day-before-yesterday	ɛrɛkmʌ
141998	mauwake	singapore-taro	inasin moma
143906	mauwake	two	ɛrup
