Grapheme	IPA
aᵃ	a ᵃ/a
ll	lː
ã:	ãː
ɠ	ɠ/g
vs	v s
ʌʌ	ʌː
jᵊ	j ᵊ/ə
kⁱ	k ⁱ/i
ʔh	ʔʰ
Ø	ø
r̃s	r̃ s
nw	nʷ
Ø:	øː
ŋᵊ	ŋ ᵊ/ə
tᵉ	t ᵉ/ə
ɛɛ	ɛː
o̞	o
ku/namun	k u
m̩	m̩
gagatu/ni	g a g a t u
rwᵊ	r w ᵊ/ə
hh	hː
kum/aim	k u m
rː	rː
dᵘ	d ᵘ/u
sᵉ	s ᵉ/e
ds	d s
nː	nː
yʌŋ/tØ	y ɑ ŋ
©	NULL
xx	NULL
mun/rugu-	m u n
r̃uba/in-	r̃/r u b a
e̞	e
i̞	i
?w	ʔʷ
€	€/ɛ
Z	Z/z
wᵃs	w ᵃ/a s
ʘ	NULL
_ː	NULL
:r	NULL
gw~au	g w a u
dʷ	d ʷ/w
gᵉ	g ᵉ/e
ᵱs	ᵱ/f s
kuari/wop	k u a r i
ǐ	i
a~ra-	a
ɾ	ɾ
mi/ñou	m i
W	w
yy	yː
ⱳ	ⱳ/w
bʷ	b ʷ/w
g̃	g
kasin/mer	k a s i n
z̃	z̃
fw	f w
hap/tuma	h a p
βᵘ	β ᵘ/u
m̃	m
ɐ	ɐ
fᵘ	f ᵘ/u
r̃ː	r̃ː
ɯ	ɯ
gᵃ	g ᵃ/a
pᵘ	p ᵘ/u
iʰ	i ʰ/h
gh	gʱ
nⁱ	n ⁱ/i
pᵃ	p ᵃ/a
ɜ	ɜ
B:	bː
S	s
R	r
kᵃ	k ᵃ/a
A:	aː
dʰ	dʱ
ss	sː
kᵒ	k
kh	kʰ
bʰ	bʱ
sᵃ	s ᵃ/a
eʰ	e ʰ/h
ɛʰ	ɛ ʰ/h
mˢ	m ˢ/s
gʰ	gʱ
Gᵘ	g ᵘ/u
zw	z w
'm	m
dⁱ	d ⁱ/i
hʷ	hʷ
lᵘ	l ᵘ/u
bᵊ	b ᵊ/ə
–	NULL
u~ni-	u
ph	pʰ
wⁱ	w ⁱ/i
2052	NULL
ɳ	ɳ
hela/kal-	h e l a
ɛ̃	ɛ̃
jw	jʷ
fᵃ	f ᵃ/a
π	π/p
¹	NULL
j̋	j̋/j
tᵃ	t ᵃ/a
tata/ba	t a t a
ɨː	ɨː
ɹ	ɹ
rᵘs	r ᵘ/u s
nᵘ	n ᵘ/u
rᵉ	r ᵉ/e
x	x
rᵘw	r ᵘ/u w
ᵬⁱ	ᵬ/v ⁱ/i
tʷ	tʷ
f̩	f
˜	NULL
samb/dabu	s a m b
ai~r	ai
ŋᵉ	ŋ ᵉ/e
ẽ	ẽ
oʰ	o ʰ/h
oᵘ	o ᵘ/u
Vh	V/ə h
=	NULL
(	NULL
)	NULL
ːn	nː	
̞	NULL
(N)	NULL
